city,country,description,location,state,state_abbrev,longitude,latitude,city_longitude,city_latitude,Audio Evidence,Image/Video/Visual Evidence,Haunted Places Date,Haunted Places Witness Count,Time of Day,Apparition Type,Ghost Category,Event Type,Over 18 binge drink at least once per month,Alcohol deaths per capita,Annual deaths attributable to excessive alcohol use,Sunrise,Sunset,Daylight Duration,Daylight Duration 2,crime_solved,victim_sex,weapon,Median Age,Population,Housing Units,moon_phase,moon_diameter,moon_distance,geotopic_name,geotopic_longitude,geotopic_latitude,NER_ENTITIES,NER_PERSONS,NER_ORGS,NER_LOCATIONS,image_path,tika_caption
Erie Canal,United States,North side - The distance is a mere 1.5 miles between Canastota and Wampsville. There is a spot you actually can walk into an unseen mass but can be felt. It feels like walking into a blanket hanging on a clothesline. It is possible if you can encounter it to trace its contours. It is thought to be a draft horse standing facing westward.  April Additional information - know of a young man in high school that commited who was about 17 years old committed suicide in the area because of problems with his girlfriend. This may be a reason for the haunting.,Erie Canal Towpath,New York,NY,-76.2685878,43.0179714,-76.2685878,43.0179714,True,True,1785-03-12 00:00:00,1.0,Unknown,Ghost,Female Child,Murder,17.60%,5.4,6701.0,7:09,18:59,11:50,11:47,,,,,,,12.35,1889.5,379317,,,,"[('a mere 1.5 miles', 'QUANTITY'), ('Canastota', 'GPE'), ('Wampsville', 'GPE'), ('April', 'DATE'), ('about 17 years old', 'DATE')]",[],[],"['Canastota', 'Wampsville']",images/erie_canal_new_york_5470.png,"{""captions"": [{""confidence"": 0.00015679913992567096, ""sentence"": ""a man standing on a beach next to a lake .""}, {""confidence"": 0.00013278376851710006, ""sentence"": ""a man standing on a beach holding a surfboard .""}, {""confidence"": 7.889516673685319e-05, ""sentence"": ""a man standing on a beach next to a river .""}], ""beam_size"": 3, ""max_caption_length"": 20, ""time"": {""read"": 13, ""captioning"": 689, ""units"": ""ms""}}"
Elbridge,United States,The ghost of a revolutionary war soldier haunts the second floor of this restaurant.,Smart's Wayside Inn,New York,NY,-76.448525,43.0340927,-76.4331698,43.0387104,False,False,2/12/2017 0:00,,Unknown,Ghost,Male,Unknown,17.60%,5.4,6701.0,7:09,18:59,11:50,10:26,,,,39.2,1313.0,544.0,98.87,1878.7,381500,,,,"[('second', 'ORDINAL')]",[],[],[],images/elbridge_new_york_5471.png,"{""captions"": [{""confidence"": 0.00012293113057926862, ""sentence"": ""a red fire hydrant in front of a brick building .""}, {""confidence"": 8.563409688170147e-05, ""sentence"": ""a red fire hydrant sitting in front of a building .""}, {""confidence"": 3.851132901476361e-05, ""sentence"": ""a red fire hydrant sitting in the middle of a field .""}], ""beam_size"": 3, ""max_caption_length"": 20, ""time"": {""read"": 17, ""captioning"": 593, ""units"": ""ms""}}"
Elbridge,United States,"formerly known as Webbers Wayside Inn. The story goes, that many years ago a traveler from out of town was staying at this specific inn, on the second or third floor. The man had a heart attack and died one evening, his spirit never leaving the hotel again. People who have worked there for a time will tell you it was nothing for them to feel a cold spot, for a female to feel a touch on her body as she walked through an empty room, and on one occasion, a case of beer floating. The staff at this Inn have affectionately called this ghostly presence George. Most are not frightened by the presence, it seems to be extremely friendly to the ladies, and likes to play practical jokes. But still there are some that say, ""I am never going up those stairs, you can feel ""something"" up there. """,Webbers WaySide Inn,New York,NY,-76.448525,43.0340927,-76.4331698,43.0387104,True,True,1784-06-17 00:00:00,1.0,Evening,Ghost,Male,Death,17.60%,5.4,6701.0,7:09,18:59,11:50,15:22,,,,39.2,1313.0,544.0,12.35,1889.5,379317,,,,"[('many years ago', 'DATE'), ('second', 'ORDINAL'), ('third', 'ORDINAL'), ('one evening', 'TIME'), ('one', 'CARDINAL'), ('Inn', 'PERSON'), ('George', 'PERSON')]","['Inn', 'George']",[],[],images/elbridge_new_york_5472.png,"{""captions"": [{""confidence"": 0.0004695764726810557, ""sentence"": ""a black and white photo of a brick building""}, {""confidence"": 0.00040169689458801326, ""sentence"": ""a black and white photo of a house""}, {""confidence"": 0.0003485467365693304, ""sentence"": ""a black and white photo of a building""}], ""beam_size"": 3, ""max_caption_length"": 20, ""time"": {""read"": 16, ""captioning"": 591, ""units"": ""ms""}}"
Elenville,United States,"Greenfield Rd - In mid 1980s Greenfield Rd, near what appears to be a small pond at the T intersection where a paved road leads toward Route 52 two ghosts were sighted. Both dressed in 1800s era clothes. Both blonde children looked like siblings a boy about 10 year old. And a girl with curly hair about 6. Appeared out of nowhere were visible for a few seconds and then disappeared.",Ulster County Greenfield,New York,NY,-74.410107,41.7259969,-74.3957099,41.7170379,False,False,3/12/1910 0:00,,Unknown,Ghost,Female Child,Disappearance,17.60%,5.4,6701.0,7:09,18:59,11:50,11:44,,,,,,,12.35,1889.5,379317,New York,-75.4999,43.00035,"[('Greenfield Rd -', 'PERSON'), ('mid 1980s', 'DATE'), ('Greenfield Rd', 'PERSON'), ('Route 52', 'FAC'), ('two', 'CARDINAL'), ('1800s', 'DATE'), ('about 10 year old', 'DATE'), ('about 6', 'CARDINAL'), ('a few seconds', 'TIME')]","['Greenfield Rd -', 'Greenfield Rd']",[],['Route 52'],images/elenville_new_york_5473.png,"{""captions"": [{""confidence"": 5.123112266845668e-05, ""sentence"": ""a black and white photo of a bench in the woods .""}, {""confidence"": 3.382287212143353e-05, ""sentence"": ""a black and white photo of a bench in the woods""}, {""confidence"": 3.261895148196461e-05, ""sentence"": ""a black and white photo of a bench in a park .""}], ""beam_size"": 3, ""max_caption_length"": 20, ""time"": {""read"": 14, ""captioning"": 600, ""units"": ""ms""}}"
Ellenburgh,United States,Weird apparitions of light and ghostly figures have been reported in the basement of the Elementary School.Â  Most of the sightings have occurred around the old and abandoned bomb shelter (which hasn't been used since the late 70's).Â Several reports of weird noises coming from rooms that are empty in other parts of the school.,NACS School,New York,NY,-73.8411145,44.8927001,-73.836537,44.8939294,True,True,3/12/2009 0:00,1.0,Unknown,Ghost,Male,Unknown,17.60%,5.4,6701.0,7:09,18:59,11:50,11:45,,,,,,,12.35,1889.5,379317,,,,"[('the Elementary School', 'ORG')]",[],['the Elementary School'],[],images/ellenburgh_new_york_5474.png,"{""captions"": [{""confidence"": 0.0020076746394317546, ""sentence"": ""a black and white photo of a fire hydrant""}, {""confidence"": 0.001827796390489016, ""sentence"": ""a black and white photo of a fire hydrant .""}, {""confidence"": 0.0007659045605422467, ""sentence"": ""a black and white picture of a fire hydrant .""}], ""beam_size"": 3, ""max_caption_length"": 20, ""time"": {""read"": 14, ""captioning"": 600, ""units"": ""ms""}}"
Ellenburgh,United States,"The Gym/ 2nd Auditorium - The gym which seconds as a auditorium has been reported to be haunted.Â  A death of a well-known basketball player was hit very hard by the school's faculty, staff and students.Â  Sightings of the passed athlete have been reported in the gym as well as on the outside courts, practicing for the next big game.Â Â The gym was also the site of the death of an athlete (wrestling) that got his neck broken during a match.Â  He has been seen roaming the halls as well as running around the gym practicing.",NACS School,New York,NY,-73.8411145,44.8927001,-73.836537,44.8939294,False,True,3/12/2009 0:00,1.0,Unknown,Ghost,Male,Murder,17.60%,5.4,6701.0,7:09,18:59,11:50,11:45,,,,,,,12.35,1889.5,379317,,,,"[('2nd', 'ORDINAL'), ('seconds', 'TIME')]",[],[],[],images/ellenburgh_new_york_5475.png,"{""captions"": [{""confidence"": 0.00010722805484435598, ""sentence"": ""a man standing in front of a building holding a skateboard .""}, {""confidence"": 4.3173339531344244e-05, ""sentence"": ""a man standing in front of a brick wall holding a skateboard .""}, {""confidence"": 3.843477919139135e-05, ""sentence"": ""a man standing in front of a building with a skateboard .""}], ""beam_size"": 3, ""max_caption_length"": 20, ""time"": {""read"": 13, ""captioning"": 625, ""units"": ""ms""}}"
Ellenburgh,United States,"The Pool Area - The High School is haunted by a deceased janitor that drowned in the school's pool.Â  He was doing routine maintenance on the pool when he slipped on the side of the pool, hitting his head on the side and drowned.Â  He has been seen working on the now-fully-functional pool as well as roaming in the locker rooms.",NACS School,New York,NY,-73.8411145,44.8927001,-73.836537,44.8939294,False,True,3/12/2009 0:00,1.0,Unknown,Ghost,Male,Haunting,17.60%,5.4,6701.0,7:09,18:59,11:50,11:45,,,,,,,12.35,1889.5,379317,,,,[],[],[],[],images/ellenburgh_new_york_5476.png,"{""captions"": [{""confidence"": 0.0003821539092638687, ""sentence"": ""a man standing in front of a brick building .""}, {""confidence"": 0.00025946010226611706, ""sentence"": ""a man standing in front of a building .""}, {""confidence"": 3.214717175240736e-05, ""sentence"": ""a man standing in front of a building with a fire hydrant .""}], ""beam_size"": 3, ""max_caption_length"": 20, ""time"": {""read"": 16, ""captioning"": 585, ""units"": ""ms""}}"
Ellicottville,United States,An old school house now an occupied house is said to have young children haunting it late at night in the downstairs area. It is also said that children are standing by your bed when you awake at night. Just down the road there is a cemetery with unexplained mists and a haunted woodland area behind it. The graveyard dates back to the 1850's and contains many children's graves. Witnesses have seen images in the woods just to the back right of the cemetery. A small clearing shows many signs of paranormal activities at night time.,Hencoop Schoolhouse/ Cemetery,New York,NY,,,-78.6728071,42.2750639,True,True,1/1/2025 0:00,1.0,Evening,Ghost,Female Child,Murder,17.60%,5.4,6701.0,7:09,18:59,11:50,9:10,,,,40.1,395.0,159.0,1.47,1877.5,381744,,,,"[('night', 'TIME'), ('1850', 'DATE'), ('night', 'TIME')]",[],[],[],images/ellicottville_new_york_5477.png,"{""captions"": [{""confidence"": 1.9826008044730497e-05, ""sentence"": ""an old church with a clock tower in the background .""}, {""confidence"": 1.4974841323262338e-05, ""sentence"": ""a large building with a clock tower in the middle of it .""}, {""confidence"": 8.10320476250667e-06, ""sentence"": ""a large building with a clock tower in the middle""}], ""beam_size"": 3, ""max_caption_length"": 20, ""time"": {""read"": 17, ""captioning"": 596, ""units"": ""ms""}}"
Elmira,United States,"Cowles Hall - Reported sites of floating lights down halls, and sounds of people whispering. The building has a very unusual feeling to it and most people won't go in alone (including campus security). said to have an evil and good side split down the middle of the building.",Elmira College,New York,NY,-76.8153705,42.0967817,-76.8077338,42.0897965,True,True,1875-03-12 00:00:00,1.0,Unknown,Orb,,Unknown,17.60%,5.4,6701.0,7:09,18:59,11:50,11:45,,,,47.4,202.0,141.0,12.35,1889.5,379317,,,,"[('Cowles Hall - Reported', 'PERSON')]",['Cowles Hall - Reported'],[],[],images/elmira_new_york_5478.png,"{""captions"": [{""confidence"": 4.7824683322054764e-05, ""sentence"": ""a fire hydrant in the middle of a street .""}, {""confidence"": 4.633936769889397e-05, ""sentence"": ""a fire hydrant in the middle of a sidewalk .""}, {""confidence"": 7.127455885853847e-06, ""sentence"": ""a fire hydrant in the middle of a street""}], ""beam_size"": 3, ""max_caption_length"": 20, ""time"": {""read"": 16, ""captioning"": 608, ""units"": ""ms""}}"
Elmira,United States,"Tompkins Hall - The empty room on the fourth floor that no one has lived in since the late 60's is said to be haunted. The Residence life staff says that even though the door is locked and no one lives there, they have had to turn off the lights in the room almost every night. Across the hall is the picture of the former female students sister, a nun, who apparently haunts the room after her sister died on campus, she is said to be waiting for her to come back so she can surprise her with a visit.",Elmira College,New York,NY,-76.8153705,42.0967817,-76.8077338,42.0897965,False,True,1875-03-12 00:00:00,,Evening,Ghost,Female Child,Death,17.60%,5.4,6701.0,7:09,18:59,11:50,11:45,,,,47.4,202.0,141.0,12.35,1889.5,379317,,,,"[('fourth', 'ORDINAL'), (""the late 60's"", 'DATE')]",[],[],[],images/elmira_new_york_5479.png,"{""captions"": [{""confidence"": 0.00020414327430116295, ""sentence"": ""a man standing on a snow covered slope .""}, {""confidence"": 0.00016927429296436126, ""sentence"": ""a woman standing on a snow covered slope .""}, {""confidence"": 3.790259758343051e-05, ""sentence"": ""a man standing on a snow covered slope with a snowboard .""}], ""beam_size"": 3, ""max_caption_length"": 20, ""time"": {""read"": 16, ""captioning"": 589, ""units"": ""ms""}}"
Evans Mills,United States,"Two or three friendly ghosts who like to welcome new members in the middle of the night when they are alone. An old woman likes to mess with the TV to get your attention, while an older man like to look in on you from the vehicle bay from time to time.",Ambulance Squad,New York,NY,-75.8099791,44.0896517,-75.8071525,44.0881158,False,False,1736-03-12 00:00:00,,Evening,Ghost,Male,Unknown,17.60%,5.4,6701.0,7:09,18:59,11:50,11:46,,,,43.1,527.0,255.0,12.35,1889.5,379317,New York,-75.4999,43.00035,"[('Two', 'CARDINAL'), ('three', 'CARDINAL')]",[],[],[],images/evans_mills_new_york_5480.png,"{""captions"": [{""confidence"": 0.00041331724614741236, ""sentence"": ""a man standing next to a red fire hydrant .""}, {""confidence"": 0.00030506620864644723, ""sentence"": ""a man standing next to a fire hydrant .""}, {""confidence"": 0.00013324261887041124, ""sentence"": ""a man standing next to a woman on a skateboard .""}], ""beam_size"": 3, ""max_caption_length"": 20, ""time"": {""read"": 17, ""captioning"": 614, ""units"": ""ms""}}"
Fairport,United States,It is said that a women haunts the building turning on lights and closing doors.,Green Lantern Inn,New York,NY,-77.441279,43.098854,-77.4419378,43.0986742,False,True,3/12/2008 0:00,,Unknown,Unknown,,Unknown,17.60%,5.4,6701.0,7:09,18:59,11:50,11:47,,,,51.1,220.0,82.0,12.35,1889.5,379317,,,,[],[],[],[],images/fairport_new_york_5481.png,"{""captions"": [{""confidence"": 0.0023989628173965256, ""sentence"": ""a living room filled with furniture and a fire place .""}, {""confidence"": 0.0007473174571163702, ""sentence"": ""a living room filled with furniture and a flat screen tv .""}, {""confidence"": 0.0005870012702304091, ""sentence"": ""a living room filled with furniture and a table .""}], ""beam_size"": 3, ""max_caption_length"": 20, ""time"": {""read"": 16, ""captioning"": 612, ""units"": ""ms""}}"
Fayetteville,United States,"It is said that a child that died in a skiing accident is now roaming the hallways, slamming doors.",Wellwood Middle School,New York,NY,-76.0011827,43.0227378,-76.0043643,43.0297887,False,False,1792-03-12 00:00:00,,Unknown,Unknown,,Death,17.60%,5.4,6701.0,7:09,18:59,11:50,11:48,,,,54.6,1329.0,527.0,12.35,1889.5,379317,New York,-75.4999,43.00035,[],[],[],[],images/fayetteville_new_york_5482.png,"{""captions"": [{""confidence"": 0.00011848700741128223, ""sentence"": ""a black and white photo of a man in a mirror""}, {""confidence"": 4.4856386183383786e-05, ""sentence"": ""a black and white photo of a man in a mirror .""}, {""confidence"": 3.42177968408547e-05, ""sentence"": ""a black and white photo of a man in a suit""}], ""beam_size"": 3, ""max_caption_length"": 20, ""time"": {""read"": 15, ""captioning"": 626, ""units"": ""ms""}}"
Fire Island,United States,"The caretaker of this lighthouse hanged himself long before it was rebuilt. Doors shut, which require two people to close due to weight and doors open, which require three individuals. People have even reported strange laughing and knocking when no one is there. The top windows are also known to rise by themselves, which normally require a tool to reach. People experience chills throughout the lighthouse and human skulls seem to turn up on the beach with various other bones.",Fire Island Lighthouse,New York,NY,-73.2186161,40.6321812,-73.1459474,40.64759970000001,True,True,1766-03-03 00:00:00,2.0,Unknown,Ghost,Female Child,Unknown,17.60%,5.4,6701.0,7:09,18:59,11:50,11:23,,,,48.1,347.0,95.0,12.35,1889.5,379317,New York,-75.4999,43.00035,"[('two', 'CARDINAL'), ('three', 'CARDINAL')]",[],[],[],images/fire_island_new_york_5483.png,"{""captions"": [{""confidence"": 0.00014822801987413107, ""sentence"": ""a clock tower in the middle of a park .""}, {""confidence"": 9.65072220392294e-05, ""sentence"": ""a clock tower in the middle of a field .""}, {""confidence"": 5.1855281247685315e-05, ""sentence"": ""a clock tower in the middle of a park""}], ""beam_size"": 3, ""max_caption_length"": 20, ""time"": {""read"": 18, ""captioning"": 593, ""units"": ""ms""}}"
Fort Covington,United States,"This old Victorian mansion, once owned by occult writer Gerina Dunwich, is known by local residents to be haunted. In the early 20th century, a mentally disturbed woman was believed to have been locked away in one of the small attic rooms. She died there, leaving bloodied hand prints on the walls and ceiling. Several coats of primer and paint were necessary to cover the stains. The room contains a cold spot and several sÃ©ances have been held there in an attempt to contact the restless spirit. Strange thumps have also been heard in the attic at night. Glowing lights have been seen moving through the cellar, and a ghostly presence has been felt by numerous people in the upstairs bedrooms. The carriage house (which is older than the main house and reputed to have underground tunnels leading to Canada) is also believed to be haunted. Strange moaning sounds have been heard at night coming from its second floor.",The Dupree House (also known as Dunwich Manor),New York,NY,,,-74.49651,44.988444,True,True,1/1/2025 0:00,1.0,Evening,Ghost,Male,Murder,17.60%,5.4,6701.0,7:09,18:59,11:50,8:51,,,,36.5,1251.0,467.0,1.47,1877.5,381744,,,,"[('Victorian', 'NORP'), ('Gerina Dunwich', 'PERSON'), ('the early 20th century', 'DATE'), ('one', 'CARDINAL'), ('night', 'TIME'), ('Canada', 'GPE'), ('night', 'TIME'), ('second', 'ORDINAL')]",['Gerina Dunwich'],[],['Canada'],images/fort_covington_new_york_5484.png,"{""captions"": [{""confidence"": 7.842583820999735e-05, ""sentence"": ""a large building with a large clock tower .""}, {""confidence"": 1.85920078731821e-05, ""sentence"": ""a large building with a clock on the top .""}, {""confidence"": 1.6700382835411307e-05, ""sentence"": ""a large building with a clock tower in the middle .""}], ""beam_size"": 3, ""max_caption_length"": 20, ""time"": {""read"": 18, ""captioning"": 598, ""units"": ""ms""}}"
Fort Covington,United States,The building is said to be haunted by a disembodied spirit that opens and closes doors late at night.,Salmon River High School,New York,NY,-74.5188632,44.9621426,-74.49651,44.988444,False,False,3/12/1901 0:00,,Evening,Ghost,Male,Death,17.60%,5.4,6701.0,7:09,18:59,11:50,11:42,,,,36.5,1251.0,467.0,12.35,1889.5,379317,Salmon River,-66.1613,44.05155,"[('late at night', 'TIME')]",[],[],[],images/fort_covington_new_york_5485.png,"{""captions"": [{""confidence"": 0.00029707565750795753, ""sentence"": ""a group of people walking down a street .""}, {""confidence"": 0.00017732020156844815, ""sentence"": ""a group of people standing on a subway platform .""}, {""confidence"": 1.6334851128661978e-05, ""sentence"": ""a group of people walking down a street next to a train .""}], ""beam_size"": 3, ""max_caption_length"": 20, ""time"": {""read"": 13, ""captioning"": 596, ""units"": ""ms""}}"
Fort Edward,United States,There's supposedly a woman that haunts this diner that has dropped bottles on the floor and broken them and turns on and off the lights and music when she doesn't want them on.,Anvil Inn,New York,NY,-73.583349,43.2645887,-73.5476338,43.2310452,False,True,1561-03-12 00:00:00,,Unknown,Unknown,,Unknown,17.60%,5.4,6701.0,7:09,18:59,11:50,11:46,,,,39.8,3201.0,1270.0,Unknown,Unknown,Unknown,,,,[],[],[],[],images/fort_edward_new_york_5486.png,"{""captions"": [{""confidence"": 0.0014650452452504245, ""sentence"": ""a living room filled with furniture and a fire place .""}, {""confidence"": 0.0006668788501002902, ""sentence"": ""a living room filled with furniture and a table .""}, {""confidence"": 0.00027818015476877396, ""sentence"": ""a living room filled with furniture and a large window .""}], ""beam_size"": 3, ""max_caption_length"": 20, ""time"": {""read"": 15, ""captioning"": 626, ""units"": ""ms""}}"
Fort Edward,United States,In the basement a man dressed in all black has been seen by several employees roaming the halls it is believed he was once a butler in the mansion that once stood where the nursing home is . Also a woman in a white night gown has been seen by residents as well as staff looking in the window of a second floor room on D wing the window is about 20 feet above the ground. Another man was seen on D wing wandering from room to room then disappears. There have been several more unexplained happenings in the facility.,Fort Hudson Nursing Home,New York,NY,-73.588159,43.28067799999999,-73.5476338,43.2310452,False,True,1623-03-12 00:00:00,1.0,Evening,Unknown,,Murder,17.60%,5.4,6701.0,7:09,18:59,11:50,11:46,,,,39.8,3201.0,1270.0,Unknown,Unknown,Unknown,Fort Hudson Nursing Home,-73.58833,43.28083,"[('second', 'ORDINAL'), ('about 20 feet', 'QUANTITY')]",[],[],[],images/fort_edward_new_york_5487.png,"{""captions"": [{""confidence"": 2.4615843622007654e-05, ""sentence"": ""a person sitting on a chair in a room .""}, {""confidence"": 2.0509798691265112e-05, ""sentence"": ""a person sitting on a bench in a room .""}, {""confidence"": 2.005947025608504e-05, ""sentence"": ""a person sitting on a bench in front of a window .""}], ""beam_size"": 3, ""max_caption_length"": 20, ""time"": {""read"": 13, ""captioning"": 608, ""units"": ""ms""}}"
Fort Edward,United States,"It was built back in the revolutionary war period in the town of Fort Edward. The town played a strategic part in winning the war. The story goes that Jane Mcree was hunted down by a band of Indians and scalped in a closet in this house. People who have lived in the house experience lights turning on and off, footsteps coming from the attic. The occupants will turn all the lights off when they leave at night and come home to have all the lights in the house turned on. Also in the closet were Jane had been scalped you will get a cool draft and screams can sometimes be heard from it during the night.",Jane Mcrea House,New York,NY,-73.5852537,43.2674368,-73.5476338,43.2310452,True,True,1/1/2025 0:00,1.0,Evening,Ghost,Male,Murder,17.60%,5.4,6701.0,7:09,18:59,11:50,9:03,,,,39.8,3201.0,1270.0,1.47,1877.5,381744,Fort Bend County,-95.77089,29.52749,"[('Fort Edward', 'GPE'), ('Jane Mcree', 'PERSON'), ('Indians', 'NORP'), ('night', 'TIME'), ('Jane', 'PERSON'), ('the night', 'TIME')]","['Jane Mcree', 'Jane']",[],['Fort Edward'],images/fort_edward_new_york_5488.png,"{""captions"": [{""confidence"": 0.001063069228468246, ""sentence"": ""a red fire hydrant in front of a brick building .""}, {""confidence"": 0.0006177794525334835, ""sentence"": ""a red fire hydrant sitting in front of a building .""}, {""confidence"": 0.0006084370760575681, ""sentence"": ""a red fire hydrant sitting in front of a brick building .""}], ""beam_size"": 3, ""max_caption_length"": 20, ""time"": {""read"": 18, ""captioning"": 597, ""units"": ""ms""}}"
Fredonia,United States,"Igoe Hall - A student named Jimmy Igoe was killed on a fishing trip to Lake Erie. He now haunts the halls of this structure by slamming doors, changing television channels, turning lights on and off, and messing with the water in the bathrooms and he messes with the elevator. When you ask him to stop, he will.",Fredonia State College,New York,NY,-79.3403633,42.4538665,-79.3317105,42.4400576,True,True,11/6/1973 0:00,,Unknown,Unknown,,Murder,17.60%,5.4,6701.0,7:09,18:59,11:50,10:07,,,,29.4,277.0,87.0,12.35,1889.5,379317,Salt Lake City,-111.89105,40.76078,"[('Igoe Hall - A', 'PERSON'), ('Jimmy Igoe', 'PERSON'), ('Lake Erie', 'LOC')]","['Igoe Hall - A', 'Jimmy Igoe']",[],['Lake Erie'],images/fredonia_new_york_5489.png,"{""captions"": [{""confidence"": 0.00022621152769658845, ""sentence"": ""a black and white photo of a man in a suit""}, {""confidence"": 0.0001896756867279079, ""sentence"": ""a black and white photo of a man in a suit and tie""}, {""confidence"": 0.00016590368572114728, ""sentence"": ""a black and white photo of a man in a suit and tie .""}], ""beam_size"": 3, ""max_caption_length"": 20, ""time"": {""read"": 14, ""captioning"": 619, ""units"": ""ms""}}"
Frewsburg,United States,"The cemetery is haunted by a young lady who was stoned to death in the 1800's and buried in this cemetery. There are many children buried in the cemetery. People have seen graves glow, glowing balls of light, animals hung on the cross, and heard children laughing and playing.",Grunsey Hollow Cemetery,New York,NY,-79.0034419,42.0306591,-79.1581019,42.0545029,True,True,1/1/2025 0:00,1.0,Unknown,Ghost,Female Child,Murder,17.60%,5.4,6701.0,7:09,18:59,11:50,9:11,,,,39.3,1670.0,604.0,1.47,1877.5,381744,,,,"[('1800', 'DATE')]",[],[],[],images/frewsburg_new_york_5490.png,"{""captions"": [{""confidence"": 1.0547985010639217e-05, ""sentence"": ""a man standing in front of a wooden fence .""}, {""confidence"": 7.805985437486152e-07, ""sentence"": ""a man standing in front of a fence holding a pair of scissors .""}, {""confidence"": 5.725157376273854e-07, ""sentence"": ""a man standing in front of a fence holding a sign .""}], ""beam_size"": 3, ""max_caption_length"": 20, ""time"": {""read"": 17, ""captioning"": 597, ""units"": ""ms""}}"
Fulton,United States,"lights turn on and off, doors shut by themselves, kids can hear voices in the hallway during classes and they look around and find no one, the toilets flush by themselves. it is scary",Fulton junior high school,New York,NY,-76.4201083,43.3019992,-76.4171585,43.3228462,True,True,1722-03-12 00:00:00,,Unknown,Unknown,,Suicide,17.60%,5.4,6701.0,7:09,18:59,11:50,11:45,No,Female,Blunt Object,28.9,446.0,136.0,12.35,1889.5,379317,New York,-75.4999,43.00035,[],[],[],[],images/fulton_new_york_5491.png,"{""captions"": [{""confidence"": 0.0002075590486473225, ""sentence"": ""a man in a suit and tie standing in a field .""}, {""confidence"": 0.0001765251922223041, ""sentence"": ""a man wearing a suit and tie standing on a sidewalk .""}, {""confidence"": 0.00014023022026512025, ""sentence"": ""a man in a suit and tie standing on a sidewalk .""}], ""beam_size"": 3, ""max_caption_length"": 20, ""time"": {""read"": 15, ""captioning"": 709, ""units"": ""ms""}}"
Fulton,United States,"Nine ghosts in all, pull your hair, scratch in your sleep. hot and cold spots. Noises & feelings and many other sights.",Greens house,New York,NY,-76.3821612,43.2506764,-76.4171585,43.3228462,True,False,1639-03-12 00:00:00,1.0,Unknown,Ghost,Male,Unknown,17.60%,5.4,6701.0,7:09,18:59,11:50,11:46,No,Female,Blunt Object,28.9,446.0,136.0,Unknown,Unknown,Unknown,New York,-75.4999,43.00035,"[('Nine', 'CARDINAL'), ('Noises &', 'ORG')]",[],['Noises &'],[],images/fulton_new_york_5492.png,"{""captions"": [{""confidence"": 1.859590095400382e-06, ""sentence"": ""a building with a window and a clock on the side of it .""}, {""confidence"": 1.5047000871423976e-06, ""sentence"": ""a building with a window and a clock on it""}, {""confidence"": 1.3788340948019787e-06, ""sentence"": ""a building with a large window and a clock""}], ""beam_size"": 3, ""max_caption_length"": 20, ""time"": {""read"": 17, ""captioning"": 618, ""units"": ""ms""}}"
Fulton,United States,"Locals report seeing 4 battered teenage girls staring at them, the same 4 girls who were driving drunk late a night coming from a party in the early 80's. Their car and bodies were never found. Upon looking a second time though they would be gone.",Granby Center,New York,NY,-76.4171585,43.3228462,-76.4171585,43.3228462,False,True,3/6/2025 0:00,1.0,Evening,Unknown,,Disappearance,17.60%,5.4,6701.0,7:09,18:59,11:50,11:28,No,Female,Blunt Object,28.9,446.0,136.0,42.42,1925.7,372186,,,,"[('4', 'CARDINAL'), ('4', 'CARDINAL'), ('late a night', 'TIME'), (""the early 80's"", 'DATE'), ('second', 'ORDINAL')]",[],[],[],images/fulton_new_york_5493.png,"{""captions"": [{""confidence"": 0.00015807051469510027, ""sentence"": ""a woman standing in front of a store window .""}, {""confidence"": 0.00013267734527056931, ""sentence"": ""a woman standing in front of an open door .""}, {""confidence"": 1.5141464052972984e-05, ""sentence"": ""a woman standing in front of a window with a cell phone .""}], ""beam_size"": 3, ""max_caption_length"": 20, ""time"": {""read"": 15, ""captioning"": 600, ""units"": ""ms""}}"
Fultonville,United States,"Mansion and grounds once owned by John Starin. Noises, movement, shadows present on grounds and guest and servant quarters.",Starin Place,New York,NY,-74.362873,42.942626,-74.3704128,42.9478514,True,True,3/12/1990 0:00,,Unknown,Unknown,,Unknown,17.60%,5.4,6701.0,7:09,18:59,11:50,11:45,,,,35.1,656.0,251.0,12.35,1889.5,379317,,,,"[('Mansion', 'GPE'), ('John Starin', 'PERSON')]",['John Starin'],[],['Mansion'],images/fultonville_new_york_5494.png,"{""captions"": [{""confidence"": 0.0011938096535014158, ""sentence"": ""a man standing next to a tree in a forest .""}, {""confidence"": 0.00016838566973254095, ""sentence"": ""a man standing next to a tree in the woods .""}, {""confidence"": 0.0001294553596233022, ""sentence"": ""a man standing next to a tree in the forest .""}], ""beam_size"": 3, ""max_caption_length"": 20, ""time"": {""read"": 16, ""captioning"": 614, ""units"": ""ms""}}"
